event_cause,corridor_grouped,priority,requires_road_closure,veh_type,time_of_day,day_of_week,is_weekend,severity
vehicle_breakdown,other_corridor,High,False,bmtc_bus,early_morning,Thursday,False,routine
congestion,ORR North 2,High,False,unknown,early_morning,Thursday,False,routine
congestion,other_corridor,High,False,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,Old Madras Road,High,False,lcv,early_morning,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Hosur Road,High,False,private_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Hosur Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,daytime,Tuesday,False,routine
construction,Non-corridor,Low,True,unknown,night,Friday,False,high
construction,other_corridor,High,True,unknown,daytime,Tuesday,False,high
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,evening,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,others,daytime,Thursday,False,routine
vehicle_breakdown,West of Chord Road,High,False,ksrtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,ksrtc_bus,daytime,Thursday,False,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Thursday,False,routine
others,Mysore Road,High,False,unknown,daytime,Thursday,False,high
vehicle_breakdown,Hosur Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,evening,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,private_bus,evening,Tuesday,False,routine
vehicle_breakdown,ORR North 2,High,False,lcv,night,Tuesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,daytime,Thursday,False,routine
others,Non-corridor,Low,False,unknown,night,Thursday,False,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Thursday,False,routine
accident,Bellary Road 1,High,False,unknown,night,Thursday,False,routine
accident,ORR East 2,High,False,unknown,evening,Thursday,False,routine
vehicle_breakdown,ORR East 1,High,False,truck,evening,Tuesday,False,routine
vehicle_breakdown,Hosur Road,High,False,others,night,Tuesday,False,routine
construction,ORR East 2,High,False,unknown,night,Tuesday,False,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,ksrtc_bus,night,Tuesday,False,routine
vehicle_breakdown,ORR West 1,High,False,private_bus,night,Thursday,False,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,ksrtc_bus,evening,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,ksrtc_bus,evening,Thursday,False,routine
procession,Non-corridor,Low,True,unknown,night,Tuesday,False,routine
others,other_corridor,High,False,unknown,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,evening,Thursday,False,routine
road_conditions,Bellary Road 2,High,False,unknown,late_night,Friday,False,high
vehicle_breakdown,West of Chord Road,High,False,private_bus,night,Tuesday,False,routine
vehicle_breakdown,ORR East 1,High,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_car,night,Tuesday,False,routine
tree_fall,Non-corridor,Low,False,unknown,night,Tuesday,False,high
vehicle_breakdown,ORR East 1,High,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Hosur Road,High,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Friday,False,routine
vehicle_breakdown,ORR North 2,High,False,bmtc_bus,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,late_night,Friday,False,routine
vehicle_breakdown,Tumkur Road,High,False,lcv,late_night,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,lcv,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,late_night,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,lcv,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Friday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,heavy_vehicle,late_night,Friday,False,routine
vehicle_breakdown,ORR East 1,High,False,heavy_vehicle,late_night,Wednesday,False,routine
procession,other_corridor,High,False,unknown,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
others,other_corridor,High,False,unknown,early_morning,Friday,False,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,early_morning,Friday,False,routine
tree_fall,Non-corridor,Low,False,unknown,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,ORR North 1,High,False,bmtc_bus,early_morning,Friday,False,routine
congestion,other_corridor,High,False,unknown,early_morning,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,early_morning,Friday,False,routine
procession,Magadi Road,High,False,unknown,early_morning,Friday,False,routine
vehicle_breakdown,Old Madras Road,High,False,private_car,daytime,Friday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,private_car,daytime,Friday,False,routine
vehicle_breakdown,other_corridor,High,True,others,daytime,Friday,False,routine
congestion,ORR North 2,High,False,unknown,early_morning,Friday,False,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,early_morning,Friday,False,routine
accident,other_corridor,High,False,unknown,daytime,Friday,False,routine
congestion,ORR North 2,High,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,daytime,Friday,False,routine
vehicle_breakdown,Hosur Road,High,False,taxi,evening,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,private_car,early_morning,Wednesday,False,routine
vehicle_breakdown,Hosur Road,High,False,lcv,night,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,truck,early_morning,Wednesday,False,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Friday,False,routine
others,Hosur Road,High,False,unknown,night,Friday,False,high
tree_fall,Tumkur Road,High,False,unknown,early_morning,Wednesday,False,routine
construction,Bellary Road 1,High,True,unknown,night,Friday,False,high
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,late_night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,lcv,early_morning,Wednesday,False,routine
vehicle_breakdown,ORR North 2,High,False,private_car,night,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,True,lcv,night,Friday,False,routine
vehicle_breakdown,ORR West 1,High,False,ksrtc_bus,late_night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,early_morning,Wednesday,False,routine
construction,ORR East 2,High,False,unknown,late_night,Saturday,True,high
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,late_night,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Friday,False,routine
vehicle_breakdown,Old Madras Road,High,False,heavy_vehicle,late_night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,others,late_night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,late_night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,others,late_night,Saturday,True,routine
others,ORR North 1,High,False,unknown,early_morning,Wednesday,False,high
accident,Bellary Road 2,High,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,West of Chord Road,High,False,others,early_morning,Saturday,True,routine
vehicle_breakdown,Magadi Road,High,False,lcv,early_morning,Saturday,True,routine
vehicle_breakdown,ORR East 2,High,False,private_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,private_car,early_morning,Saturday,True,routine
vehicle_breakdown,other_corridor,High,False,auto,late_night,Saturday,True,routine
construction,Mysore Road,High,False,unknown,early_morning,Saturday,True,routine
tree_fall,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Saturday,True,routine
congestion,other_corridor,High,False,unknown,early_morning,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,early_morning,Saturday,True,routine
road_conditions,Non-corridor,Low,False,unknown,early_morning,Saturday,True,high
pot_holes,other_corridor,High,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,Magadi Road,High,False,lcv,daytime,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,early_morning,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,others,early_morning,Saturday,True,routine
construction,Non-corridor,Low,False,unknown,daytime,Wednesday,False,high
accident,Non-corridor,Low,False,unknown,daytime,Saturday,True,routine
congestion,ORR North 2,High,False,unknown,early_morning,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,daytime,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,truck,evening,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Saturday,True,routine
others,Mysore Road,High,False,unknown,evening,Saturday,True,high
vehicle_breakdown,Non-corridor,Low,False,lcv,night,Saturday,True,routine
vehicle_breakdown,ORR East 1,High,False,lcv,evening,Wednesday,False,routine
vehicle_breakdown,Magadi Road,High,False,private_bus,night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,private_car,evening,Wednesday,False,routine
accident,ORR North 1,High,False,unknown,evening,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,others,evening,Saturday,True,routine
vehicle_breakdown,ORR North 1,High,False,others,night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,evening,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,evening,Saturday,True,routine
congestion,Non-corridor,Low,False,unknown,night,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Hosur Road,High,False,bmtc_bus,night,Saturday,True,routine
vehicle_breakdown,Magadi Road,High,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Hosur Road,High,False,heavy_vehicle,night,Saturday,True,routine
construction,ORR East 2,High,False,unknown,night,Wednesday,False,high
water_logging,Bellary Road 1,High,False,unknown,late_night,Sunday,True,high
others,Non-corridor,Low,False,unknown,early_morning,Sunday,True,high
accident,Bellary Road 1,High,False,unknown,early_morning,Sunday,True,routine
construction,Non-corridor,Low,False,unknown,late_night,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,lcv,night,Wednesday,False,routine
others,Bellary Road 1,High,False,unknown,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,early_morning,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Tumkur Road,High,False,private_car,early_morning,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,ksrtc_bus,early_morning,Sunday,True,routine
accident,ORR North 2,High,False,unknown,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,evening,Wednesday,False,routine
accident,Non-corridor,Low,False,unknown,night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,private_car,daytime,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Sunday,True,routine
accident,Bellary Road 2,High,False,unknown,early_morning,Sunday,True,routine
accident,West of Chord Road,High,False,unknown,daytime,Sunday,True,routine
vehicle_breakdown,ORR North 1,High,False,bmtc_bus,daytime,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Wednesday,False,routine
vehicle_breakdown,other_corridor,High,False,others,daytime,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,lcv,daytime,Sunday,True,routine
vehicle_breakdown,other_corridor,High,False,others,early_morning,Sunday,True,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,night,Wednesday,False,routine
others,other_corridor,High,False,unknown,daytime,Sunday,True,routine
public_event,other_corridor,High,False,unknown,daytime,Sunday,True,high
public_event,other_corridor,High,False,unknown,daytime,Sunday,True,high
public_event,other_corridor,High,False,unknown,daytime,Sunday,True,high
public_event,other_corridor,High,False,unknown,daytime,Sunday,True,high
vehicle_breakdown,Non-corridor,Low,False,ksrtc_bus,daytime,Sunday,True,routine
vehicle_breakdown,Bannerghata Road,High,False,bmtc_bus,night,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,evening,Sunday,True,routine
public_event,other_corridor,High,False,unknown,daytime,Sunday,True,high
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Sunday,True,routine
others,Non-corridor,Low,False,unknown,late_night,Thursday,False,high
pot_holes,Non-corridor,Low,False,unknown,night,Sunday,True,high
vehicle_breakdown,West of Chord Road,High,False,private_car,late_night,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,others,night,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,private_car,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,night,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,night,Sunday,True,routine
accident,Bellary Road 2,High,False,unknown,early_morning,Monday,False,routine
others,Non-corridor,Low,False,unknown,late_night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Monday,False,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,late_night,Monday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,lcv,late_night,Monday,False,routine
vehicle_breakdown,Old Madras Road,High,False,truck,night,Sunday,True,routine
vehicle_breakdown,Mysore Road,High,False,lcv,late_night,Monday,False,routine
others,Mysore Road,High,False,unknown,late_night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Thursday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,bmtc_bus,early_morning,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,late_night,Thursday,False,routine
vehicle_breakdown,ORR North 1,High,False,lcv,early_morning,Monday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Monday,False,routine
public_event,Non-corridor,Low,False,unknown,daytime,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Thursday,False,routine
construction,Non-corridor,Low,False,unknown,late_night,Thursday,False,high
vehicle_breakdown,Tumkur Road,High,False,others,early_morning,Monday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,lcv,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
construction,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
vehicle_breakdown,Hosur Road,High,False,bmtc_bus,early_morning,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,early_morning,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,daytime,Monday,False,routine
accident,Bellary Road 2,High,False,unknown,daytime,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,evening,Monday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
water_logging,Non-corridor,Low,False,unknown,night,Monday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,evening,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,evening,Monday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,night,Monday,False,routine
water_logging,Non-corridor,Low,False,unknown,night,Monday,False,routine
pot_holes,Bellary Road 1,High,False,unknown,evening,Monday,False,high
construction,ORR East 2,High,False,unknown,night,Monday,False,high
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_car,early_morning,Thursday,False,routine
congestion,ORR North 2,High,False,unknown,late_night,Thursday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,lcv,night,Monday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,truck,early_morning,Thursday,False,routine
pot_holes,other_corridor,High,True,unknown,night,Monday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,ORR West 1,High,False,lcv,early_morning,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
accident,Hosur Road,High,False,unknown,night,Monday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,lcv,early_morning,Thursday,False,routine
congestion,other_corridor,High,False,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,lcv,night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,night,Monday,False,routine
vehicle_breakdown,Magadi Road,High,False,lcv,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,ksrtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Monday,False,routine
pot_holes,Non-corridor,Low,False,unknown,late_night,Tuesday,False,high
vehicle_breakdown,other_corridor,High,False,others,night,Monday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,others,night,Monday,False,routine
vehicle_breakdown,West of Chord Road,High,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,West of Chord Road,High,False,bmtc_bus,night,Monday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Tuesday,False,routine
construction,Non-corridor,Low,False,unknown,evening,Thursday,False,routine
pot_holes,Non-corridor,Low,False,unknown,late_night,Tuesday,False,high
vehicle_breakdown,ORR North 1,High,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,lcv,late_night,Tuesday,False,routine
vehicle_breakdown,ORR East 2,High,False,bmtc_bus,late_night,Tuesday,False,routine
water_logging,other_corridor,High,False,unknown,late_night,Tuesday,False,high
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,early_morning,Tuesday,False,routine
vehicle_breakdown,ORR East 2,High,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,ORR East 2,High,False,bmtc_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,evening,Thursday,False,routine
vehicle_breakdown,Hosur Road,High,False,private_bus,late_night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,evening,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,evening,Thursday,False,routine
vehicle_breakdown,Bellary Road 1,High,True,heavy_vehicle,late_night,Tuesday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,truck,early_morning,Tuesday,False,routine
congestion,ORR North 2,High,False,unknown,early_morning,Tuesday,False,routine
accident,ORR North 1,High,False,unknown,early_morning,Tuesday,False,routine
accident,ORR North 1,High,False,unknown,early_morning,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Thursday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,early_morning,Tuesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,taxi,night,Thursday,False,routine
vehicle_breakdown,ORR North 2,High,False,heavy_vehicle,early_morning,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,daytime,Tuesday,False,routine
vehicle_breakdown,ORR East 1,High,True,bmtc_bus,night,Thursday,False,routine
construction,Non-corridor,Low,False,unknown,night,Thursday,False,high
road_conditions,Non-corridor,Low,False,unknown,night,Thursday,False,high
road_conditions,Non-corridor,Low,False,unknown,night,Thursday,False,high
vehicle_breakdown,Bellary Road 1,High,False,lcv,daytime,Tuesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,evening,Tuesday,False,routine
vehicle_breakdown,ORR North 1,High,False,bmtc_bus,daytime,Tuesday,False,routine
vehicle_breakdown,ORR North 1,High,False,private_car,early_morning,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,private_car,evening,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Friday,False,routine
accident,Non-corridor,Low,False,unknown,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,True,bmtc_bus,night,Thursday,False,routine
road_conditions,Non-corridor,Low,False,unknown,night,Thursday,False,high
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Thursday,False,routine
water_logging,Bellary Road 2,High,False,unknown,early_morning,Wednesday,False,high
others,other_corridor,High,False,unknown,night,Tuesday,False,high
others,Bellary Road 1,High,False,unknown,late_night,Friday,False,high
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,night,Tuesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_bus,night,Tuesday,False,routine
others,Mysore Road,High,False,unknown,evening,Tuesday,False,high
vehicle_breakdown,Tumkur Road,High,False,bmtc_bus,late_night,Friday,False,routine
others,Non-corridor,Low,False,unknown,night,Tuesday,False,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Friday,False,routine
vehicle_breakdown,Tumkur Road,High,False,lcv,early_morning,Friday,False,routine
congestion,other_corridor,High,False,unknown,early_morning,Friday,False,routine
construction,ORR East 2,High,False,unknown,night,Tuesday,False,high
test_demo,Non-corridor,Low,False,unknown,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,evening,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,lcv,evening,Tuesday,False,routine
vehicle_breakdown,ORR North 2,High,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,truck,night,Tuesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,others,early_morning,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,private_car,early_morning,Friday,False,routine
vehicle_breakdown,Tumkur Road,High,False,private_bus,early_morning,Friday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Friday,False,routine
others,Bellary Road 1,High,False,unknown,night,Tuesday,False,high
vehicle_breakdown,Tumkur Road,High,False,lcv,late_night,Friday,False,routine
vehicle_breakdown,Hosur Road,High,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,private_bus,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,night,Tuesday,False,routine
construction,ORR East 2,High,False,unknown,night,Thursday,False,high
vehicle_breakdown,Hosur Road,High,False,private_bus,daytime,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Tuesday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,early_morning,Friday,False,routine
vehicle_breakdown,ORR North 2,High,False,heavy_vehicle,evening,Friday,False,routine
accident,Non-corridor,Low,False,unknown,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,night,Tuesday,False,routine
others,Non-corridor,Low,False,unknown,late_night,Wednesday,False,routine
congestion,ORR North 1,High,False,unknown,late_night,Wednesday,False,routine
others,ORR West 1,High,False,unknown,night,Friday,False,routine
others,Magadi Road,High,False,unknown,late_night,Wednesday,False,routine
accident,Bellary Road 2,High,False,unknown,evening,Friday,False,routine
vehicle_breakdown,ORR East 1,High,False,truck,night,Friday,False,routine
tree_fall,Non-corridor,Low,False,unknown,evening,Friday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,ksrtc_bus,night,Friday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,evening,Friday,False,routine
procession,Non-corridor,Low,False,unknown,late_night,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,late_night,Wednesday,False,routine
vehicle_breakdown,other_corridor,High,False,bmtc_bus,late_night,Wednesday,False,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,late_night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,lcv,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,unknown,late_night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Wednesday,False,routine
construction,ORR East 2,High,False,unknown,late_night,Wednesday,False,high
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,evening,Friday,False,routine
congestion,Non-corridor,Low,True,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,truck,night,Friday,False,routine
others,Non-corridor,Low,True,unknown,early_morning,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,truck,night,Friday,False,routine
